id,station_id,avail_bikes,avail_docks,created_at,updated_at,last_update,status
266597,72,11,24,2014-07-05 05:02:12 UTC,2014-07-05 05:02:12 UTC,2014-07-05 05:02:09 UTC,Active
266598,79,0,29,2014-07-05 05:02:12 UTC,2014-07-05 05:02:12 UTC,2014-07-05 05:02:09 UTC,Active
266599,82,3,22,2014-07-05 05:02:12 UTC,2014-07-05 05:02:12 UTC,2014-07-05 05:02:09 UTC,Active
266600,83,43,19,2014-07-05 05:02:12 UTC,2014-07-05 05:02:12 UTC,2014-07-05 05:02:09 UTC,Active
266601,116,23,10,2014-07-05 05:02:12 UTC,2014-07-05 05:02:12 UTC,2014-07-05 05:02:09 UTC,Active
266602,119,15,1,2014-07-05 05:02:12 UTC,2014-07-05 05:02:12 UTC,2014-07-05 05:02:09 UTC,Active
266603,120,6,12,2014-07-05 05:02:12 UTC,2014-07-05 05:02:12 UTC,2014-07-05 05:02:09 UTC,Active
266604,127,23,7,2014-07-05 05:02:12 UTC,2014-07-05 05:02:12 UTC,2014-07-05 05:02:09 UTC,Active
266605,128,10,19,2014-07-05 05:02:12 UTC,2014-07-05 05:02:12 UTC,2014-07-05 05:02:09 UTC,Active
266606,137,3,42,2014-07-05 05:02:12 UTC,2014-07-05 05:02:12 UTC,2014-07-05 05:02:09 UTC,Active
266607,143,14,10,2014-07-05 05:02:12 UTC,2014-07-05 05:02:12 UTC,2014-07-05 05:02:09 UTC,Active
266608,144,15,3,2014-07-05 05:02:12 UTC,2014-07-05 05:02:12 UTC,2014-07-05 05:02:09 UTC,Active
266609,146,2,35,2014-07-05 05:02:12 UTC,2014-07-05 05:02:12 UTC,2014-07-05 05:02:09 UTC,Active
266610,147,11,20,2014-07-05 05:02:12 UTC,2014-07-05 05:02:12 UTC,2014-07-05 05:02:09 UTC,Active
266611,150,2,28,2014-07-05 05:02:12 UTC,2014-07-05 05:02:12 UTC,2014-07-05 05:02:09 UTC,Active
266612,151,7,24,2014-07-05 05:02:12 UTC,2014-07-05 05:02:12 UTC,2014-07-05 05:02:09 UTC,Active
266613,152,16,12,2014-07-05 05:02:12 UTC,2014-07-05 05:02:12 UTC,2014-07-05 05:02:09 UTC,Active
266614,153,11,44,2014-07-05 05:02:13 UTC,2014-07-05 05:02:13 UTC,2014-07-05 05:02:09 UTC,Active
266615,157,11,9,2014-07-05 05:02:13 UTC,2014-07-05 05:02:13 UTC,2014-07-05 05:02:09 UTC,Active
266616,160,3,22,2014-07-05 05:02:13 UTC,2014-07-05 05:02:13 UTC,2014-07-05 05:02:09 UTC,Active
266617,161,5,30,2014-07-05 05:02:13 UTC,2014-07-05 05:02:13 UTC,2014-07-05 05:02:09 UTC,Active
266618,164,3,42,2014-07-05 05:02:13 UTC,2014-07-05 05:02:13 UTC,2014-07-05 05:02:09 UTC,Active
266619,167,7,38,2014-07-05 05:02:13 UTC,2014-07-05 05:02:13 UTC,2014-07-05 05:02:09 UTC,Active
266620,168,33,13,2014-07-05 05:02:13 UTC,2014-07-05 05:02:13 UTC,2014-07-05 05:02:09 UTC,Active
266621,173,35,16,2014-07-05 05:02:13 UTC,2014-07-05 05:02:13 UTC,2014-07-05 05:02:09 UTC,Active
266622,174,1,20,2014-07-05 05:02:13 UTC,2014-07-05 05:02:13 UTC,2014-07-05 05:02:09 UTC,Active
266623,195,11,32,2014-07-05 05:02:13 UTC,2014-07-05 05:02:13 UTC,2014-07-05 05:02:09 UTC,Active
266624,212,4,24,2014-07-05 05:02:13 UTC,2014-07-05 05:02:13 UTC,2014-07-05 05:02:09 UTC,Active
