id,station_id,avail_bikes,avail_docks,created_at,updated_at,last_update,status
226757,72,27,4,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226758,79,6,27,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226759,82,15,11,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226760,83,59,3,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226761,116,7,29,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226762,119,13,4,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226763,120,10,9,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226764,127,22,5,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226765,128,21,7,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226766,137,1,45,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226767,143,18,6,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226768,144,3,14,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226769,146,20,16,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226770,147,20,12,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226771,150,16,14,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226772,151,22,7,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226773,152,8,19,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226774,153,0,52,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226775,157,17,6,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226776,160,8,18,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226777,161,24,10,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226778,164,8,38,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226779,167,7,38,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226780,168,15,31,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226781,173,7,43,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226782,174,9,9,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226783,195,3,40,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226784,212,3,25,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226785,216,10,12,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226786,217,37,1,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226787,218,23,15,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226788,223,4,28,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226789,224,9,20,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226790,225,20,16,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226791,228,2,51,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226792,229,1,23,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226793,232,15,3,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226794,233,20,17,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226795,236,30,6,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226796,237,20,19,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226797,238,12,16,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226798,239,10,20,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226799,241,10,12,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226800,242,21,2,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226801,243,12,19,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226802,244,14,15,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226803,245,11,12,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226804,247,16,3,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226805,248,13,8,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226806,249,17,8,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226807,250,1,37,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226808,251,16,11,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226809,252,0,33,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226810,253,0,3,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Inactive
226811,254,0,3,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Inactive
226812,257,22,15,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226813,258,19,3,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226814,259,1,35,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226815,260,7,26,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226816,261,22,1,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226817,262,9,14,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226818,263,22,9,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226819,264,13,11,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226820,265,0,34,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226821,266,20,1,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226822,267,0,56,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226823,268,9,17,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226824,270,9,12,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226825,271,36,2,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226826,274,19,10,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226827,275,15,2,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226828,276,15,8,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226829,278,11,8,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226830,279,15,2,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226831,280,2,29,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226832,281,6,50,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226833,282,18,8,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226834,284,4,39,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226835,285,5,39,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226836,289,3,13,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226837,290,0,29,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226838,291,2,17,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226839,293,17,36,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226840,294,13,15,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226841,295,4,20,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226842,296,11,4,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226843,297,16,8,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226844,298,11,23,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226845,300,48,6,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226846,301,24,9,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226847,302,17,4,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226848,303,2,28,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226849,304,2,33,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226850,305,24,8,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226851,306,22,10,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226852,307,23,7,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226853,308,2,23,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226854,309,22,18,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226855,310,31,4,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226856,311,5,24,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226857,312,21,9,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226858,313,8,13,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226859,314,18,21,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226860,315,1,27,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226861,316,2,39,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226862,317,23,2,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226863,318,0,30,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226864,319,8,24,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226865,320,4,34,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226866,321,0,27,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226867,322,31,0,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226868,323,21,18,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226869,324,32,16,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226870,325,15,17,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
226871,326,21,3,2014-06-30 05:04:41 UTC,2014-06-30 05:04:41 UTC,2014-06-30 05:04:18 UTC,Active
