id,station_id,avail_bikes,avail_docks,created_at,updated_at,last_update,status
290501,72,19,19,2014-07-08 05:05:12 UTC,2014-07-08 05:05:12 UTC,2014-07-08 05:04:20 UTC,Active
290502,79,6,25,2014-07-08 05:05:12 UTC,2014-07-08 05:05:12 UTC,2014-07-08 05:04:20 UTC,Active
290503,82,1,24,2014-07-08 05:05:12 UTC,2014-07-08 05:05:12 UTC,2014-07-08 05:04:20 UTC,Active
290504,83,29,33,2014-07-08 05:05:12 UTC,2014-07-08 05:05:12 UTC,2014-07-08 05:04:20 UTC,Active
290505,116,11,27,2014-07-08 05:05:12 UTC,2014-07-08 05:05:12 UTC,2014-07-08 05:04:20 UTC,Active
290506,119,16,3,2014-07-08 05:05:12 UTC,2014-07-08 05:05:12 UTC,2014-07-08 05:04:20 UTC,Active
290507,120,17,0,2014-07-08 05:05:12 UTC,2014-07-08 05:05:12 UTC,2014-07-08 05:04:20 UTC,Active
290508,127,28,3,2014-07-08 05:05:12 UTC,2014-07-08 05:05:12 UTC,2014-07-08 05:04:20 UTC,Active
290509,128,11,16,2014-07-08 05:05:12 UTC,2014-07-08 05:05:12 UTC,2014-07-08 05:04:20 UTC,Active
290510,137,1,44,2014-07-08 05:05:12 UTC,2014-07-08 05:05:12 UTC,2014-07-08 05:04:20 UTC,Active
290511,143,20,3,2014-07-08 05:05:12 UTC,2014-07-08 05:05:12 UTC,2014-07-08 05:04:20 UTC,Active
290512,144,6,12,2014-07-08 05:05:12 UTC,2014-07-08 05:05:12 UTC,2014-07-08 05:04:20 UTC,Active
290513,146,16,21,2014-07-08 05:05:12 UTC,2014-07-08 05:05:12 UTC,2014-07-08 05:04:20 UTC,Active
290514,147,3,30,2014-07-08 05:05:12 UTC,2014-07-08 05:05:12 UTC,2014-07-08 05:04:20 UTC,Active
290515,150,29,0,2014-07-08 05:05:12 UTC,2014-07-08 05:05:12 UTC,2014-07-08 05:04:20 UTC,Active
290516,151,3,30,2014-07-08 05:05:12 UTC,2014-07-08 05:05:12 UTC,2014-07-08 05:04:20 UTC,Active
290517,152,19,8,2014-07-08 05:05:12 UTC,2014-07-08 05:05:12 UTC,2014-07-08 05:04:20 UTC,Active
290518,153,1,52,2014-07-08 05:05:12 UTC,2014-07-08 05:05:12 UTC,2014-07-08 05:04:20 UTC,Active
290519,157,18,4,2014-07-08 05:05:12 UTC,2014-07-08 05:05:12 UTC,2014-07-08 05:04:20 UTC,Active
290520,160,2,23,2014-07-08 05:05:12 UTC,2014-07-08 05:05:12 UTC,2014-07-08 05:04:20 UTC,Active
290521,161,6,25,2014-07-08 05:05:12 UTC,2014-07-08 05:05:12 UTC,2014-07-08 05:04:20 UTC,Active
290522,164,3,43,2014-07-08 05:05:12 UTC,2014-07-08 05:05:12 UTC,2014-07-08 05:04:20 UTC,Active
290523,167,0,42,2014-07-08 05:05:12 UTC,2014-07-08 05:05:12 UTC,2014-07-08 05:04:20 UTC,Active
290524,168,2,31,2014-07-08 05:05:12 UTC,2014-07-08 05:05:12 UTC,2014-07-08 05:04:20 UTC,Active
290525,173,2,47,2014-07-08 05:05:12 UTC,2014-07-08 05:05:12 UTC,2014-07-08 05:04:20 UTC,Active
290526,174,17,4,2014-07-08 05:05:12 UTC,2014-07-08 05:05:12 UTC,2014-07-08 05:04:20 UTC,Active
290527,195,2,42,2014-07-08 05:05:12 UTC,2014-07-08 05:05:12 UTC,2014-07-08 05:04:20 UTC,Active
290528,212,1,23,2014-07-08 05:05:12 UTC,2014-07-08 05:05:12 UTC,2014-07-08 05:04:20 UTC,Active
290529,216,5,18,2014-07-08 05:05:12 UTC,2014-07-08 05:05:12 UTC,2014-07-08 05:04:20 UTC,Active
290530,217,19,20,2014-07-08 05:05:12 UTC,2014-07-08 05:05:12 UTC,2014-07-08 05:04:20 UTC,Active
290531,218,12,25,2014-07-08 05:05:12 UTC,2014-07-08 05:05:12 UTC,2014-07-08 05:04:20 UTC,Active
290532,223,29,3,2014-07-08 05:05:12 UTC,2014-07-08 05:05:12 UTC,2014-07-08 05:04:20 UTC,Active
290533,224,5,15,2014-07-08 05:05:12 UTC,2014-07-08 05:05:12 UTC,2014-07-08 05:04:20 UTC,Active
290534,225,2,24,2014-07-08 05:05:12 UTC,2014-07-08 05:05:12 UTC,2014-07-08 05:04:20 UTC,Active
290535,228,1,51,2014-07-08 05:05:12 UTC,2014-07-08 05:05:12 UTC,2014-07-08 05:04:20 UTC,Active
290536,229,1,25,2014-07-08 05:05:12 UTC,2014-07-08 05:05:12 UTC,2014-07-08 05:04:20 UTC,Active
290537,232,12,9,2014-07-08 05:05:12 UTC,2014-07-08 05:05:12 UTC,2014-07-08 05:04:20 UTC,Active
290538,233,1,37,2014-07-08 05:05:12 UTC,2014-07-08 05:05:12 UTC,2014-07-08 05:04:20 UTC,Active
290539,236,32,5,2014-07-08 05:05:12 UTC,2014-07-08 05:05:12 UTC,2014-07-08 05:04:20 UTC,Active
290540,237,36,3,2014-07-08 05:05:12 UTC,2014-07-08 05:05:12 UTC,2014-07-08 05:04:20 UTC,Active
290541,238,30,0,2014-07-08 05:05:12 UTC,2014-07-08 05:05:12 UTC,2014-07-08 05:04:20 UTC,Active
290542,239,0,31,2014-07-08 05:05:12 UTC,2014-07-08 05:05:12 UTC,2014-07-08 05:04:20 UTC,Active
290543,241,3,19,2014-07-08 05:05:12 UTC,2014-07-08 05:05:12 UTC,2014-07-08 05:04:20 UTC,Active
290544,242,15,8,2014-07-08 05:05:12 UTC,2014-07-08 05:05:12 UTC,2014-07-08 05:04:20 UTC,Active
290545,243,11,20,2014-07-08 05:05:12 UTC,2014-07-08 05:05:12 UTC,2014-07-08 05:04:20 UTC,Active
290546,244,20,10,2014-07-08 05:05:12 UTC,2014-07-08 05:05:12 UTC,2014-07-08 05:04:20 UTC,Active
290547,245,8,15,2014-07-08 05:05:12 UTC,2014-07-08 05:05:12 UTC,2014-07-08 05:04:20 UTC,Active
290548,247,17,3,2014-07-08 05:05:12 UTC,2014-07-08 05:05:12 UTC,2014-07-08 05:04:20 UTC,Active
290549,248,0,21,2014-07-08 05:05:12 UTC,2014-07-08 05:05:12 UTC,2014-07-08 05:04:20 UTC,Active
290550,249,7,20,2014-07-08 05:05:12 UTC,2014-07-08 05:05:12 UTC,2014-07-08 05:04:20 UTC,Active
290551,250,1,38,2014-07-08 05:05:12 UTC,2014-07-08 05:05:12 UTC,2014-07-08 05:04:20 UTC,Active
290552,251,3,24,2014-07-08 05:05:12 UTC,2014-07-08 05:05:12 UTC,2014-07-08 05:04:20 UTC,Active
290553,252,19,11,2014-07-08 05:05:12 UTC,2014-07-08 05:05:12 UTC,2014-07-08 05:04:20 UTC,Active
290554,253,0,3,2014-07-08 05:05:12 UTC,2014-07-08 05:05:12 UTC,2014-07-08 05:04:20 UTC,Inactive
290555,254,0,3,2014-07-08 05:05:12 UTC,2014-07-08 05:05:12 UTC,2014-07-08 05:04:20 UTC,Inactive
290556,257,8,26,2014-07-08 05:05:12 UTC,2014-07-08 05:05:12 UTC,2014-07-08 05:04:20 UTC,Active
290557,258,15,8,2014-07-08 05:05:12 UTC,2014-07-08 05:05:12 UTC,2014-07-08 05:04:20 UTC,Active
290558,259,3,34,2014-07-08 05:05:12 UTC,2014-07-08 05:05:12 UTC,2014-07-08 05:04:20 UTC,Active
290559,260,1,33,2014-07-08 05:05:12 UTC,2014-07-08 05:05:12 UTC,2014-07-08 05:04:20 UTC,Active
